split	genre	dataset	year	sid	score	sentence1	sentence2	
tog	hovednyheter	MSRpar	2012 test	27	2.500	Standardutgaven er $15 000 per prosessor eller $300 per navngitt bruker.	Standard Edition One er en enkeltprosessorversjon av Oracle Standard Edition-databasen.	
tog	hovednyheter	MSRpar	2012 test	29	4.400	Microsoft kjøpte Virtual PC da de kjøpte eiendelene til Connectix tidligere i år.	Microsoft kjøpte Virtual PC fra sin utvikler, Connectix, tidligere i år.	
tog	hovednyheter	MSRpar	2012 test	32	3.400	Leon Williams 'kropp ble funnet inne i leiligheten hans i tredje etasje på 196 Bay St., i Tompkinsville.	Den døde mannen, Leon Williams, ble funnet i sin leilighet i tredje etasje.	
tog	hovednyheter	MSRpar	2012 test	33	4.000	Det er den første slike øvelsen siden terrorangrepene 11. september mot New York og Washington.	Det er nasjonens første storstilte antiterrorøvelse siden terrorangrepene 11. september.	
tog	hovednyheter	MSRpar	2012 test	35	4.800	Ursel Reisen bekreftet at den drev bussen, men ga ingen detaljer utover å si at passasjerene var i blandede aldre.	Ursel Reisen bekreftet at de hadde drevet bussen, men nektet å gi detaljer om passasjerene annet enn å si at de var i blandede aldre.	
tog	hovednyheter	MSRpar	2012 test	36	3.600	Totalt 17 tilfeller er bekreftet i den sørlige byen Basra, sa organisasjonen.	Totalt 17 bekreftede tilfeller av kolera ble rapportert i går av Verdens helseorganisasjon i den sør-irakiske byen Basra.	
tog	hovednyheter	MSRpar	2012 test	37	3.400	Han var også forventet å besøke Jemen og Bahrain under sin omvisning i regionen.	Khatami, som ankom Beirut mandag, skulle også besøke Syria, Jemen og Bahrain.	
tog	hovednyheter	MSRpar	2012 test	38	3.600	General Myers sa til journalister at "ved første rødming ser det ikke ut som om noen regler ble brutt".	Ved første rødme ser det ikke ut som om noen regler ble brutt, sa general Richard Myers, styreleder for Joint Chiefs of Staff.	
tog	hovednyheter	MSRpar	2012 test	39	3.400	Som bevis på at Millville-sønnens offer ikke ville gå ubesunget, beordret ordfører James Quinn alle byflagg fløyet på halv stang de neste 30 dagene.	I Millville i går beordret ordfører James Quinn alle byflagg på halv stang de neste 30 dagene.	
tog	hovednyheter	MSRpar	2012 test	41	4.250	Tom Kraynak, leder for operasjoner og ressurser for Canton, Ohio-baserte East Central Area Reliability Council, sa at scenariet er ett av mange som etterforskere vurderer.	Tom Kraynak, leder for operasjoner og ressurser for Canton, Ohio-baserte East Central Area Reliability Council, sa at etterforskere vurderer scenariet.	
tog	hovednyheter	MSRpar	2012 test	42	4.250	De fant molekyler som bare kan produseres når ozon bryter ned kolesterol.	Og alle prøvene inneholdt molekyler som bare kan produseres når kolesterol interagerer med ozon.	
tog	hovednyheter	MSRpar	2012 test	44	3.846	Den kan lagre mer enn en gigabyte med informasjon tilsvarende rundt 12 timer med musikk på én kubikkcentimeter.	Og den kan lagre mer enn en gigabyte med informasjon – tilsvarende 1000 bilder av høy kvalitet eller rundt 12 timer med musikk – på bare én kubikkcentimeter.	
tog	hovednyheter	MSRpar	2012 test	45	1.200	Tidligere denne måneden hadde RIM sagt at de forventet å rapportere inntjening for andre kvartal på mellom 7 cent og 11 cent per aksje.	Eksklusive advokatsalærer og andre gebyrer forventet det et tap på mellom 1 og 4 cent per aksje.	
tog	hovednyheter	MSRpar	2012 test	49	3.200	For meg virket Lewinsky-imbroglioet som bare nok en ond skandale produsert av politiske motstandere, ifølge utdrag som ble offentliggjort i går.	For meg virket Lewinsky-imbroglioen som bare en annen ond skandale produsert av politiske motstandere, skriver fru Clinton.	
tog	hovednyheter	MSRpar	2012 test	50	3.800	I 2001 og 2002 utgjorde bankoverføringer fra 4 av selskapets 40 kontoer mer enn 3,2 milliarder dollar, sa påtalemyndigheten.	Bankoverføringer fra fire av de 40 kontoene som er åpne på Beacon Hill utgjorde mer enn 3,2 milliarder dollar fra 2001 til 2002, sa Morgenthau.	
tog	hovednyheter	MSRpar	2012 test	51	3.200	Stony Brook University lanserte studien i 1996, etter at tidligere studier indikerte en mulig sammenheng mellom elektromagnetiske felt og kreft.	State University i Stony Brook lanserte studien i 1996, etter at tidligere studier indikerte en mulig sammenheng.	
tog	hovednyheter	MSRpar	2012 test	52	4.000	Tidligere hadde de trosset en politiordre og ropt «Allahu Akbar» (Gud er størst) mens Bashir gikk til setet hans i den tett bevoktede rettssalen.	Tidligere hadde Bashirs støttespillere trosset en politiordre og ropt «Allahu Akbar (Gud er størst)» mens han gikk til setet sitt.	
tog	hovednyheter	MSRpar	2012 test	53	3.333	Talsmann for Metropolitan Ambulance, James Howe, sa at fem personer ble fraktet til sykehus og tre ble behandlet på stedet etter gårsdagens hendelse.	Talsmann James Howe sa at fem barn i alderen mellom 4 og 17 ble fraktet til sykehus med nakke- og brystskader, mens tre andre ble behandlet på stedet.	
tog	hovednyheter	MSRpar	2012 test	55	2.000	Men det er klart at Joint Intelligence Committee ikke var involvert.	Denne rapporten ble godkjent av Joint Intelligence Committee.	
tog	hovednyheter	MSRpar	2012 test	56	2.600	Omtrent 22% av tjuesomethings er overvektige, som er omtrent 30 pounds over en sunn vekt.	Omtrent 31 prosent av amerikanerne er nå overvektige - omtrent 30 eller mer pounds over en sunn vekt.	
tog	hovednyheter	MSRpar	2012 test	57	3.000	Coupling, en amerikansk versjon av en hit britisk komedie, vil få den verdifulle klokken torsdag 21:30.	Coupling, en amerikansk versjon av en hit britisk komedie, vil koble sammen med Friends på torsdager.	
tog	hovednyheter	MSRpar	2012 test	59	2.600	Kroppen hennes ble funnet flere uker senere i Green River.	15. august 1982: Rester av Chapman, Hinds og Mills finnes i Green River.	
tog	hovednyheter	MSRpar	2012 test	61	2.800	Kampene fortsatte til midnatt, fortalte den vestlige opprørssjefen Ousmane Coulibaly til Reuters via satellitttelefon søndag.	De ransaket og brente de to landsbyene fullstendig, fortalte opprørssjef Ousmane Coulibaly til Reuters via satellitttelefon fra bushen.	
tog	hovednyheter	MSRpar	2012 test	62	3.000	Lesingen for både august og juli er den best sett siden undersøkelsen startet i august 1997.	Det er den høyeste avlesningen siden indeksen ble opprettet i august 1997.	
tog	hovednyheter	MSRpar	2012 test	64	3.200	Amerikanske spesialstyrker trener colombianske soldater ved militærbaser i regionen for å beskytte rørledningen, som transporterer råolje fra Colombias nest største oljefelt.	Amerikanske spesialstyrker trener colombianske soldater ved militærbaser i regionen for å beskytte rørledningen.	
tog	hovednyheter	MSRpar	2012 test	67	2.600	Vi trenger en sertifiserbar lønn når du går budsjett innen midten av juli, ellers vil ikke skolene åpne i september, sa Strayhorn.	Texas lovgivere må lukke et budsjettgap på 185,9 millioner dollar innen midten av juli, ellers vil ikke skolene åpne i september, sa kontrollør Carole Keeton Strayhorn torsdag.	
tog	hovednyheter	MSRpar	2012 test	68	2.500	Aksjene i Hartford steg $2,88 til $46,50 i sammensatt handel i New York Stock Exchange.	Aksjene i Hartford steg 2,28 dollar, eller 5,2 prosent, til 45,90 dollar ved middagshandel.	
tog	hovednyheter	MSRpar	2012 test	69	4.500	DVD-CCA anket deretter til statens høyesterett.	DVD CCA anket denne avgjørelsen til USAs høyesterett.	
tog	hovednyheter	MSRpar	2012 test	71	3.250	Country-musikkstasjonen KKCS har suspendert to diskjockeyer for å ha spilt sanger av Dixie Chicks i strid med et forbud som ble pålagt etter at et gruppemedlem kritiserte president George Bush.	En radiostasjon har suspendert to diskjockeyer for å ha låst seg inne i studio og kontinuerlig spilt Dixie Chicks-sanger, og brutt stasjonens to måneder gamle forbud mot gruppens musikk.	
tog	hovednyheter	MSRpar	2012 test	74	4.000	Sovereigns aksjer tapte 74 cent, eller 4,5 %, til 15,68 dollar.	Sovereign-aksjer stengte på New York Stock Exchange på 15,68 dollar, ned 74 cent, eller 4,5 prosent.	
tog	hovednyheter	MSRpar	2012 test	75	2.200	Aspen Technologys aksjer falt 74 cent, eller 23 prosent, for å stenge på 2,48 dollar på Nasdaq.	I ettermiddagshandelen falt Aspens aksjer 89 cent eller mer enn 27 prosent til 2,33 dollar per aksje.	
tog	hovednyheter	MSRpar	2012 test	76	2.800	Den nye loven krever at biblioteker og skoler bruker filtre eller mister føderal finansiering.	6-3-dommen gjeninnfører en lov som ga biblioteker beskjed om å installere filtre eller gi inn føderale penger.	
tog	hovednyheter	MSRpar	2012 test	77	3.600	tillegg tilbød det USA og Israel en måte å omgå Arafat.	Da statsministerens stilling ble etablert i vår, ga den USA og Israel en måte å omgå Arafat på.	
tog	hovednyheter	MSRpar	2012 test	78	2.600	Og ja, Marilyn Monroe er definitivt en del av historien, med tittelen "Arthur Miller, Elia Kazan and the Blacklist: None Without Sin."	Legg merke til underoverskriften til denne forferdelige lignelsen i "American Masters"-serien, "Arthur Miller, Elia Kazan and the Blacklist: None Without Sin."	
tog	hovednyheter	MSRpar	2012 test	79	3.800	Gilroy-politiet og FBI-agenter beskrev Gehring som samarbeidsvillig, men sa lørdag at han ikke hadde avslørt noe om hva som hadde skjedd med barna.	Lørdag beskrev tjenestemenn i California Gehring som samarbeidsvillig - men sa at han ikke har avslørt noe om hva som har skjedd med barna.	
tog	hovednyheter	MSRpar	2012 test	80	3.200	Scribners kropp ble funnet flytende i byens Portage Bay, hvor han bodde sammen med sin kone i en husbåt.	En kajakkpadler fant kroppen til Dr. Scribner flytende i nærheten av doktorens husbåt i Portage Bay, hvor han spiste lunsj da kona Ethel dro for en avtale.	
tog	hovednyheter	MSRpar	2012 test	81	5.000	Etter at demonstranter skyndte seg på scenen og to ganger kuttet strømmen til mikrofonen, avsluttet Hedges talen tidlig.	Etter at demonstranter skyndte seg på scenen og to ganger kuttet strømmen til mikrofonen, avbrøt Hedges talen.	
tog	hovednyheter	MSRpar	2012 test	82	4.000	En forbipasserende fant Ben gjemte seg langs en grusvei i Spanish Fork Canyon rundt klokken 19, med hendene fortsatt teipet sammen men føttene fri.	En forbipasserende fant gutten gjemt langs en grusvei i Spanish Fork Canyon rundt klokken 19 torsdag, med føttene fri, men fortsatt teipet med hendene.	
tog	hovednyheter	MSRpar	2012 test	84	5.000	Legene sier at en eller begge guttene kan dø, og at noen hjerneskade er mulig hvis de overlever.	Legene sa at en eller begge av guttene kan dø, og at hvis de overlever, er noen hjerneskade mulig.	
tog	hovednyheter	MSRpar	2012 test	88	2.200	Også savnet er Al Larsen, 31, fra Fort Worth, Texas, som var i et annet kjøretøy som ble feid av veibanen.	Det andre offeret som ble friskmeldt tirsdag morgen var Al Larsen, 31, fra Fort Worth, Texas.	
tog	hovednyheter	MSRpar	2012 test	89	4.200	Britisk-baserte GlaxoSmithKline Plc sa tidligere i år at de ville kutte forsyninger til kanadiske apoteker som sender til USA.	GlaxoSmithKline, den britiske legemiddelprodusenten, har sagt at de vil kutte forsyninger til kanadiske butikker som frakter narkotika til USA.	
tog	hovednyheter	MSRpar	2012 test	90	2.818	Festivalen startet i går en dag etter at konkurransekommisjonen ga sin endelige dom til regjeringen om den foreslåtte fusjonen på 4,1 milliarder pund.	Konkurransekommisjonen avsa i går sin dom om den foreslåtte sammenslåingen av de to store ITV-spillerne, Carlton og Granada.	
tog	hovednyheter	MSRpar	2012 test	95	3.875	Hun sa at han holdt på, og hun tillot ham til slutt å fikse sykkelen hennes mens hun satt i forsetet på bilen hans.	Hun sa at hun til slutt tillot ham å fikse sykkelen hennes mens hun satt i bilen hans, og de pratet.	
tog	hovednyheter	MSRpar	2012 test	97	4.400	Daniels sa at han ikke vet hva Bush vil ha å si om ham ved kveldens innsamling av 2000 dollar per person til presidentvalget.	Daniels sa at han ikke vet hva Bush vil si på kveldens mottakelse på 2000 dollar per person for å skaffe penger til hans bud på gjenvalg til presidentvalget.	
tog	hovednyheter	MSRpar	2012 test	98	2.800	Et tre-dommerpanel ved den 11. US Circuit Court of Appeals avgjorde sent fredag at den lille størrelsen, begrensede bruken og sekulære formålet gjør bildet legitimt.	Et panel med tre dommere ved den åttende amerikanske lagmannsretten i St. Louis omgjorde en kjennelse avgitt i fjor som støttet forordningen.	
tog	hovednyheter	MSRpar	2012 test	102	3.800	Bare 29 familier av frosker er kjent, og de fleste ble identifisert og beskrevet på midten av 1800-tallet og den siste i 1926.	Bare 29 familier av frosker er kjent, hvorav de fleste ble navngitt på midten av 1800-tallet.	
tog	hovednyheter	MSRpar	2012 test	103	4.400	Tjenestemenn ved Brandeis sa at dette var en "ekstremt hjerteskjærende" tid for campus.	"Dette er en ekstremt hjerteskjærende tid for hele Brandeis University-samfunnet.
 train main-news MSRpar 2012test 0106 5.000 Verdien vil utgjøre rundt 124 millioner dollar, inkludert konvertible verdipapirer, ifølge Corel. Inkludert konvertible verdipapirer, er den totale estimerte verdien av avtalen $124 millioner, ifølge Corel.
 train main-news MSRpar 2012test 0109 3.000 Han startet i 1983 Super Bowl, som Miami tapte 27-17 mot Washington. Han spilte fire sesonger i Miami, inkludert Dolphins' tap på 27-17 mot Washington i Super Bowl.
 tog main-news MSRpar 2012test 0112 2.667 Nterprise Linux Services forventes å være tilgjengelig før slutten av dette året. Betaversjoner av Nterprise Linux Services forventes å være tilgjengelige på visse HP ProLiant-servere i juli.
 train main-news MSRpar 2012test 0113 2.333 Eksklusive engangsartikler, hadde selskapet et overskudd på 6 cent per aksje. Med unntak av engangsartikler, forventer den en fortjeneste på 11 cent til 15 cent per aksje.
 train main-news MSRpar 2012test 0114 3.000 Men jeg stiller spørsmål ved motivene til en skrivebordsbundet president som tar på seg drakten som en kriger for å holde en tale ."""	Byrd, som talte fra senatgulvet, sa at han stilte spørsmål ved "motivene til en skrivebordsbundet president som tar på seg drakten som en kriger for å holde en tale."
tog	hovednyheter	MSRpar	2012 test	115	1.333	Den bredere Standard & Poor's 500 Index .SPX falt 3 poeng, eller 0,30 prosent, til 995.	Den teknologibaserte Nasdaq Composite Index <.IXIC> la til 1,92 poeng, eller 0,12 prosent, til 1 647,94.	
tog	hovednyheter	MSRpar	2012 test	116	3.800	I stedet ble billetter til Jersey-jammen lagt ut for salg i går kveld gjennom Ticketmaster.	Billetter, tilgjengelig via Ticketmaster, ble lagt ut for salg i går.	
tog	hovednyheter	MSRpar	2012 test	117	3.400	Tidligere på mandag gjentok Grant Thornton SpA tidligere uttalelser om at det var «et offer for uredelig handling».	Grant Thornton hevder at det også var "offeret" for en svindel.	
tog	hovednyheter	MSRpar	2012 test	118	2.000	Peter Lyman og Hal Varian fra Berkeley's School of Information Management and Systems sier at informasjonsproduksjonen har økt med 30 prosent hvert år mellom 1999 og 2002.	Den oppgaven appellerte til to mestere av megabyte, Peter Lyman og Hal Varian, professorer ved University of California-Berkeleys School of Information Management and Systems.	
tog	hovednyheter	MSRpar	2012 test	119	3.400	Min vurdering er at 95 prosent av den informasjonen bør avklassifiseres, bli usensurert, slik at det amerikanske folket ville vite det.	Min vurdering er at 95 prosent av den informasjonen kan avklassifiseres, bli usensurert slik at det amerikanske folket får vite det, sa Shelby på NBCs «Meet the Press».	
tog	hovednyheter	MSRpar	2012 test	120	4.000	Forskerne fant bare tomme hulrom og arrvev der svulstene hadde vært.	Ingen svulster ble påvist; snarere ble det funnet tomme hulrom og arrvev i stedet for dem.	
tog	hovednyheter	MSRpar	2012 test	121	2.800	Washington sa imidlertid at mer var nødvendig for å forhindre at klager ble inngitt i utgangspunktet.	Men USA insisterte på at de ønsket mer gjort for å forhindre at klager ble inngitt i utgangspunktet, helst ved å oppheve hele loven.	
tog	hovednyheter	MSRpar	2012 test	122	3.200	Etter 26 timers operasjon og et år med forventning, ble guttene separert søndag på Children's Medical Center i Dallas.	To år gamle egyptiske tvillinggutter, født med hodene sammen, har blitt separert etter 26 timers operasjon ved Children's Medical Center i Dallas.	
tog	hovednyheter	MSRpar	2012 test	123	3.600	Pines sa at han ville innkalle de relevante partiorganene innen 10 dager for å diskutere om det vil bli avholdt nyvalg eller om en midlertidig leder vil bli utnevnt.	Mitzna og partisekretær Ophir Pines ble enige om å innkalle partiorganisasjoner innen 10 dager for å diskutere om nye primærvalg ville bli holdt eller en midlertidig leder utnevnt.	
tog	hovednyheter	MSRpar	2012 test	125	3.600	Euroen steg til USD 1,1914 i asiatisk handel, før den falt litt tilbake til USD 1,1895 da handelen åpnet i Europa.	Euroen steg til $1,1914 i asiatisk handel, før den falt tilbake til $1,1884 i sen europeisk handel, opp fra $1,1857 sent mandag.	
tog	hovednyheter	MSRpar	2012 test	126	4.200	Abbas sa på toppmøtet at han ville avslutte den «væpnede intefadeh», ga avkall på «terrorisme mot israelerne uansett hvor de måtte være» og hentydet til avvæpning av militante.	På onsdagens toppmøte lovet Abbas å avslutte den «væpnede intefadeh», ga avkall på «terrorisme mot israelerne uansett hvor de måtte være» og hentydet til avvæpning av militante.	
tog	hovednyheter	MSRpar	2012 test	130	3.250	Cmdr. Rod Gibbons, en talsmann for akademiet, sa: "Akademiet er sjokkert og trist.	Sjøkrigsskolens talsmann Cmdr. Rod Gibbons sa: `` Dagens kunngjøring kom som en overraskelse.	
tog	hovednyheter	MSRpar	2012 test	132	2.750	Aksjene i LendingTree steg $6,21, eller 42 prosent, til $20,90 etter å ha nådd $21,36 tidligere.	LendingTree-aksjene steg 43 prosent, eller 6,31 dollar, til 21 dollar, mer enn en dobling de siste to månedene.	
tog	hovednyheter	MSRpar	2012 test	133	2.500	I forrige uke ba hans advokater Warner om å gi nåde under forhold som ville ha ført til en ny straffeutmålingshøring.	forrige uke ba advokatene hans guvernør Mark R. Warner om å gi nåde, men guvernøren nektet å gripe inn.	
tog	hovednyheter	MSRpar	2012 test	135	1.750	Jeg synes den burde vært utgitt for mange år siden, sa Brian Rohrbough, hvis sønn, Daniel, ble drept på Columbine.	Brian Rohrbough, hvis sønn, Daniel, ble drept på Columbine, sa at båndet reiser urovekkende problemer.	
tog	hovednyheter	MSRpar	2012 test	136	4.250	CIA-direktør George Tenet sa at de to mennene var «definert av dedikasjon og mot».	[De] ble definert av dedikasjon og mot, sa CIAs direktør George Tenet.	
tog	hovednyheter	MSRpar	2012 test	138	5.000	Men programvarelisensinntektene, et mål finansanalytikere følger nøye med, falt 21 prosent til 107,6 millioner dollar.	Lisenssalget, et sentralt mål på etterspørselen, falt 21 prosent til 107,6 millioner dollar.	
tog	hovednyheter	MSRpar	2012 test	139	4.250	Dotson, 21, ble arrestert og siktet 21. juli etter å ha fortalt myndighetene at han skjøt Dennehy etter at Dennehy prøvde å skyte ham.	Dotson ble arrestert 21. juli etter å ha fortalt FBI-agenter at han skjøt Dennehy da Dennehy prøvde å skyte ham, ifølge erklæringen om arrestordren.	
tog	hovednyheter	MSRpar	2012 test	140	4.750	Påtalemyndigheten hevdet at Mr. Durst hadde planlagt drapet for å anta Mr. Blacks identitet.	Påtalemyndigheten hevdet at Durst myrdet Black for å prøve å anta Blacks identitet.	
tog	hovednyheter	MSRpar	2012 test	141	2.750	Den innvendingen ble sitert av PeopleSofts styre da de avviste Oracles tilbud.	PeopleSofts styre har anbefalt aksjonærene å avslå tilbudet.	
tog	hovednyheter	MSRpar	2012 test	142	3.250	Flere svarte demokratiske ledere forsøkte å arrangere et møte med DNC-leder Terry McAuliffe for å diskutere permitteringene.	Svarte demokratiske ledere prøvde å arrangere et møte med den demokratiske nasjonale komiteens leder Terry McAuliffe for å diskutere permitteringer av 10 minoritetsansatte ved partiets hovedkvarter.	
tog	hovednyheter	MSRpar	2012 test	143	3.500	Dette er mørke dager for vår industri, sa Giovanni Bisignani, generaldirektør for den Genève-baserte organisasjonen, i en uttalelse.	Dette er mørke dager for vår industri, sa generaldirektør Giovanni Bisignani i den Genève-baserte International Air Transport Association.	
tog	hovednyheter	MSRpar	2012 test	144	3.600	De syv andre nasjonene i initiativet er Storbritannia, Tyskland, Italia, Nederland, Polen, Portugal og Spania.	Andre nasjoner som er involvert i PSI inkluderer Tyskland, Italia, Nederland, Polen, Portugal, Spania og Storbritannia.	
tog	hovednyheter	MSRpar	2012 test	148	3.333	Den gjennomsnittlige amerikaneren tar fire turer om dagen, 45 prosent for å handle eller gjøre ærend.	Nesten halvparten – 45 prosent – er for å handle eller løpe ærend.	
tog	hovednyheter	MSRpar	2012 test	151	4.000	Det er også en strategisk seier for Overture, gitt at Knight Ridder hadde muligheten til å logge seg på Googles tjenester.	Det er også en strategisk seier for Overture, gitt at Knight Ridder hadde brukt Googles annonseringstjenester.	
tog	hovednyheter	MSRpar	2012 test	152	3.500	I ukene før henrettelsen mottok flere tjenestemenn i Florida anonyme trusselbrev.	Flere Florida-tjenestemenn knyttet til saken har mottatt truende brev, ledsaget av riflekuler.	
tog	hovednyheter	MSRpar	2012 test	156	3.400	Hoy bekreftet kvinnens alder tirsdag og sa at hun har reist på ferie med familien.	Hoy bekreftet kvinnens alder tirsdag og sa at hun var på ferie med familien, men forventes å komme tilbake denne uken.	
tog	hovednyheter	MSRpar	2012 test	157	3.600	BOSTON Det katolske erkebispedømmet i Boston har tilbudt 55 millioner dollar for å avgjøre mer enn 500 søksmål om seksuelle overgrep fra prester, ifølge et dokument innhentet av The Associated Press.	Det amerikanske romersk-katolske erkebispedømmet i Boston har tilbudt 55 millioner dollar for å avgjøre mer enn 500 søksmål om seksuelle overgrep som involverer prester.	
tog	hovednyheter	MSRpar	2012 test	158	3.600	De 3{ timene med opptak inkluderer samtaler mellom politi, brannmenn og andre nødhjelpsarbeidere, samt mediehenvendelser.	Blant dem er samtaler mellom politi, brannmenn og andre utrykningsarbeidere, samt mediehenvendelser.	
tog	hovednyheter	MSRpar	2012 test	159	2.000	Den 30-årige obligasjonen US30YT=RR hoppet 20/32, og tok avkastningen til 4,14 prosent fra 4,18 prosent.	Den 30-årige obligasjonen US30YT=RR falt 14/32 for en avkastning på 4,26 prosent fra 4,23 prosent.	
tog	hovednyheter	MSRpar	2012 test	160	3.600	Men han er den eneste kandidaten som har vunnet nasjonale arbeidsgodkjenninger så langt, og plukket opp sin 11. fagforening på tirsdag da United Steelworkers of America støttet ham.	Men han er den eneste kandidaten som har vunnet nasjonale arbeidsgodkjenninger så langt, og tok sin 11. tirsdag.	
tog	hovednyheter	MSRpar	2012 test	161	1.600	Oracle-aksjen falt 27 cent, eller 2 prosent, til 13,09 dollar.	Oracle-aksjene steg også på nyhetene, opp 15 cent til 13,51 dollar på Nasdaq.	
tog	hovednyheter	MSRpar	2012 test	162	4.600	Nord-amerikanske futures pekte på en start på under pari på tirsdag, med investorer klare til å få sin første smak av kvartalsinntekter.	De nordamerikanske aksjemarkedene fikk en treg start tirsdag, med investorer klare til å få sin første smak av kvartalsresultater.	
tog	hovednyheter	MSRpar	2012 test	166	3.600	Markedets bredere målere ga også store gevinster, etter å ha klatret høyere i fire påfølgende uker.	Det bredere markedet trakk seg også tilbake, etter å ha klatret høyere i fire påfølgende uker.	
tog	hovednyheter	MSRpar	2012 test	167	3.000	Jim Furyk feiret sin første farsdag som far ved å vinne sitt første store golfmesterskap.	Hans første farsdag som pappa, hans første major som mester.	
tog	hovednyheter	MSRpar	2012 test	168	2.400	De gikk gjennom Lemelson Medical, Educational and Research Foundation Limited Partnership i 2001 til Syndia.	Den sa at patentene "angivelig" ble tildelt Syndia i 2001 gjennom Lemelson Medical, Educational and Research Foundation Limited Partnership.	
tog	hovednyheter	MSRpar	2012 test	169	1.200	SIA sier at DRAM-markedet forventes å vokse 2,9 prosent til 15,7 milliarder dollar i 2003 og 43 prosent til 22,5 milliarder dollar i 2004.	Amerika-markedet vil falle 2,1 prosent til 30,6 milliarder dollar i 2003, og deretter vokse 15,7 prosent til 35,4 milliarder dollar i 2004.	
tog	hovednyheter	MSRpar	2012 test	170	3.400	Morrills kone, Ellie, hulket og klemte Bondesons svigerinne under gudstjenesten.	Under gudstjenesten hulket og klemte Morrills enke, Ellie, Bondesons svigerinne mens folk trøstet henne.	
tog	hovednyheter	MSRpar	2012 test	175	3.000	Mr. Grassley og Mr. Baucus avviste enhver ulikhet i fordeler medikamenter.	Grassley og Baucus sa at de hadde avvist denne tilnærmingen i planen deres.	
tog	hovednyheter	MSRpar	2012 test	177	3.400	I kvartalet for året før registrerte stålprodusenten et overskudd på 16,2 millioner dollar, eller 15 cent per aksje, på et salg på 1,14 milliarder dollar.	I andre kvartal i fjor rapporterte AK Steel et overskudd på 16,2 millioner dollar, eller 15 cent per aksje.	
tog	hovednyheter	MSRpar	2012 test	179	1.800	Nasdaq hadde en ukentlig oppgang på 17,27, eller 1,2 prosent, og sluttet på 1 520,15 på fredag.	Det teknologibaserte Nasdaq Composite .IXIC økte 30,46 poeng, eller 2,04 prosent, til 1 520,15.	
tog	hovednyheter	MSRpar	2012 test	182	3.500	Det var frekk skremsel å holde folk på reservatet, sa en republikaner som deltok, men ikke ønsket å bli navngitt.	Det var et frekt forsøk på trusler, sa en republikansk lovgiver som deltok på møtet.	
tog	hovednyheter	MSRpar	2012 test	183	2.750	Ingen siktelser ble kunngjort, men uttalelsen sa at det ventes rettslige prosesser mandag.	En uttalelse fra FBI sa at det ventes rettslige prosesser mandag i føderal domstol i Baltimore.	
tog	hovednyheter	MSRpar	2012 test	184	2.600	Den døde kvinnen hadde også på seg en ring og en Cartier-klokke.	Det er en blondhåret kvinne som har en Cartier-klokke på håndleddet, sa kilden.	
tog	hovednyheter	MSRpar	2012 test	185	2.200	Den teknologitunge Nasdaq Stock Markets komposittindeksen la til 14,17 poeng eller 0,94 prosent til 1 517,05.	Nasdaq Composite-indeksen, full av teknologiaksjer, var den siste tiden opp rundt 18 poeng.	
tog	hovednyheter	MSRpar	2012 test	189	4.750	Men FBI fulgte aldri med på al-Bayoumi - selv om de hadde mottatt informasjon om at han var en saudisk agent, heter det i dokumentet.	Men byrået fulgte aldri med på al-Bayoumi – til tross for at han mottok tidligere informasjon, var han en hemmelig saudisk agent, heter det i rapporten.	
tog	hovednyheter	MSRpar	2012 test	190	1.500	Det kommer til å skje, sa Jim Santangelo, president for Teamsters Joint Council 42 i El Monte.	Det påvirker virkelig selskapene, big time, sa Jim Santangelo, president for Teamsters Joint Council 42 i El Monte.	
tog	hovednyheter	MSRpar	2012 test	192	3.750	Han ble løslatt mot 3 millioner dollar i kausjon og returnerte umiddelbart til Las Vegas, hvor han hadde filmet en video.	Etter å ha lagt ut kausjon på 3 millioner dollar, fløy Jackson til Las Vegas, hvor han hadde jobbet med en video.	
tog	hovednyheter	MSRpar	2012 test	193	3.500	Gartner-analytikere sa at bedrifter ennå ikke føler seg trygge nok til å oppgradere bedrifts-PCer.	Dessuten føler selskapene seg ikke selvsikre nok til å erstatte eldre PC-er, sa analytikerfirmaet.	
tog	hovednyheter	MSRpar	2012 test	195	1.500	På tirsdag var nesten 250 helsepersonell i karantene.	I tillegg var 6800 mennesker i karantene og tusenvis av helsepersonell i karantene.	
tog	hovednyheter	MSRpar	2012 test	197	3.200	Brian Brabazon sa at sønnen hans ville bli opprørt, men så snu seg og bli venn med hånerne hans.	Sønnen hennes ville bli opprørt, sa moren, men så snudde hun seg og ble venn med hånerne hans.	
tog	hovednyheter	MSRpar	2012 test	198	2.200	Den teknologitunge Nasdaq Stock Markets komposittindeksen la til 1,16 poeng til 1 504,04.	Nasdaq Composite-indeksen, full av teknologiaksjer, var den siste tiden opp rundt 18 poeng.	
tog	hovednyheter	MSRpar	2012 test	199	2.400	Den teknologibaserte Nasdaq Composite Index falt 0,08 av et poeng til 1646.	Den teknologibaserte Nasdaq Composite Index <.IXIC> la til 1,92 poeng, eller 0,12 prosent, til 1 647,94.	
tog	hovednyheter	MSRpar	2012 test	201	3.000	Han sa til juryen at Stubbs er en «kald, kalkulerende morder».	Distriktsadvokat Dave Lupas minnet jurymedlemmene om at Stubbs er "en kald, kalkulerende morder".	
